customerid,subscription_type,contract_length,usage_frequency,support_calls,payment_delay
5868,Basic,Monthly,18,0,7
5869,Premium,Annual,22,9,20
5870,Basic,Quarterly,25,3,24
5871,Premium,Monthly,21,5,5
5872,Premium,Annual,29,0,27
5873,Premium,Quarterly,7,4,19
5874,Basic,Annual,22,7,6
5875,Premium,Monthly,6,1,27
5876,Standard,Annual,5,4,9
5877,Premium,Annual,3,10,17
5878,Premium,Annual,15,4,16
5879,Basic,Monthly,4,3,7
5880,Basic,Quarterly,3,0,17
5881,Premium,Annual,14,5,4
5882,Basic,Monthly,26,4,24
5883,Basic,Quarterly,28,7,29
5884,Basic,Quarterly,5,10,22
5885,Basic,Monthly,29,5,23
5886,Basic,Monthly,15,4,20
5887,Basic,Quarterly,24,3,1
5888,Standard,Monthly,10,10,3
5889,Basic,Monthly,18,7,17
5890,Premium,Monthly,16,0,25
5891,Premium,Monthly,9,3,19
5892,Premium,Quarterly,2,1,14
5893,Basic,Quarterly,10,6,14
5894,Standard,Annual,18,1,4
5895,Premium,Monthly,2,8,22
5896,Basic,Quarterly,6,0,12
5897,Premium,Annual,21,3,29
5898,Basic,Annual,6,8,14
5899,Basic,Quarterly,27,0,1
5900,Premium,Annual,9,10,14
5901,Basic,Annual,19,7,28
5902,Premium,Quarterly,10,9,10
5903,Standard,Quarterly,14,3,12
5904,Standard,Monthly,4,8,16
5905,Basic,Monthly,12,2,20
5906,Standard,Monthly,25,3,18
5907,Basic,Monthly,4,6,10
5908,Premium,Monthly,20,2,14
5909,Premium,Annual,19,7,19
5910,Basic,Monthly,10,7,20
5911,Standard,Quarterly,3,2,17
5912,Basic,Annual,28,3,3
5913,Basic,Monthly,29,2,6
5914,Standard,Quarterly,26,1,1
5915,Standard,Quarterly,19,7,24
5916,Basic,Quarterly,8,10,14
5917,Standard,Annual,6,10,18
5918,Basic,Monthly,20,6,30
5919,Standard,Monthly,10,9,0
5920,Basic,Quarterly,21,3,14
5921,Standard,Quarterly,9,4,14
5922,Standard,Annual,27,0,3
5923,Basic,Quarterly,15,0,29
5924,Standard,Monthly,24,3,13
5925,Basic,Quarterly,23,10,23
5926,Premium,Quarterly,1,0,28
5927,Premium,Annual,27,5,19
5928,Basic,Annual,29,0,18
5929,Standard,Quarterly,15,7,4
5930,Premium,Quarterly,11,8,4
5931,Standard,Quarterly,10,4,1
5932,Premium,Annual,10,4,12
5933,Premium,Quarterly,25,7,16
5934,Basic,Annual,29,8,27
5935,Basic,Monthly,9,10,20
5936,Premium,Quarterly,27,2,7
5937,Standard,Monthly,16,6,16
5938,Premium,Monthly,28,2,29
5939,Basic,Annual,27,5,16
5940,Basic,Quarterly,28,5,15
5941,Basic,Monthly,16,8,18
5942,Standard,Annual,12,4,12
5943,Basic,Annual,21,10,3
5944,Premium,Annual,5,5,17
5945,Basic,Quarterly,28,0,10
5946,Basic,Annual,6,7,10
5947,Standard,Monthly,27,5,21
5948,Premium,Quarterly,10,6,2
5949,Premium,Monthly,4,2,6
5950,Basic,Monthly,6,9,3
5951,Premium,Annual,20,6,6
5952,Premium,Monthly,12,8,30
5953,Basic,Quarterly,9,9,3
5954,Standard,Monthly,19,8,8
5955,Basic,Quarterly,26,9,17
5956,Premium,Monthly,21,4,15
5957,Premium,Annual,22,1,0
5958,Basic,Monthly,1,2,21
5959,Basic,Monthly,29,4,21
5960,Premium,Annual,4,1,17
5961,Basic,Monthly,12,2,18
5962,Premium,Monthly,4,7,26
5963,Basic,Quarterly,26,8,29
5964,Basic,Annual,2,4,25
5965,Standard,Monthly,13,8,12
5966,Standard,Monthly,13,6,11
5967,Premium,Quarterly,26,9,13
5968,Premium,Quarterly,26,6,17
5969,Basic,Annual,25,10,19
5970,Basic,Monthly,11,2,22
5971,Standard,Monthly,24,3,17
5972,Premium,Annual,21,10,22
5973,Premium,Monthly,17,9,29
5974,Basic,Monthly,10,9,24
5975,Standard,Monthly,21,5,24
5976,Standard,Quarterly,6,9,3
5977,Standard,Quarterly,5,6,19
5978,Standard,Annual,16,0,10
5979,Premium,Monthly,23,4,23
5980,Premium,Monthly,14,2,24
5981,Standard,Annual,9,7,6
5982,Standard,Monthly,13,2,11
5983,Basic,Monthly,19,4,20
5984,Premium,Annual,1,0,30
5985,Standard,Annual,9,7,17
5986,Basic,Annual,18,5,26
5987,Premium,Monthly,16,0,9
5988,Standard,Quarterly,10,0,8
5989,Premium,Monthly,6,2,20
5990,Premium,Quarterly,15,5,0
5991,Basic,Quarterly,26,8,10
5992,Premium,Monthly,11,9,19
5993,Basic,Monthly,26,10,18
5994,Standard,Quarterly,16,5,2
5995,Basic,Annual,3,6,10
5996,Premium,Annual,14,2,12
5997,Basic,Quarterly,24,4,10
5998,Basic,Annual,19,8,7
5999,Basic,Annual,28,10,10
6000,Basic,Monthly,18,0,28
6001,Standard,Monthly,6,3,8
6002,Standard,Quarterly,27,5,1
6003,Premium,Quarterly,13,7,7
6004,Basic,Monthly,25,7,17
6005,Premium,Annual,23,0,12
6006,Premium,Quarterly,6,8,5
6007,Basic,Monthly,10,1,27
6008,Basic,Annual,24,5,23
6009,Basic,Quarterly,30,9,10
6010,Standard,Monthly,2,0,20
6011,Standard,Monthly,6,3,17
6012,Premium,Annual,13,10,12
6013,Standard,Monthly,5,9,5
6014,Standard,Monthly,30,10,10
6015,Premium,Quarterly,13,6,28
6016,Basic,Monthly,7,9,15
6017,Standard,Monthly,26,8,30
6018,Basic,Annual,3,9,4
6019,Standard,Quarterly,30,6,24
6020,Premium,Quarterly,26,2,7
6021,Standard,Monthly,9,7,25
6022,Standard,Monthly,30,4,19
6023,Standard,Annual,15,0,14
6024,Premium,Quarterly,30,3,27
6025,Premium,Monthly,19,7,28
6026,Standard,Quarterly,24,5,11
6027,Premium,Monthly,16,2,20
6028,Premium,Quarterly,23,6,4
6029,Premium,Monthly,24,3,19
6030,Premium,Monthly,29,8,24
6031,Basic,Quarterly,6,1,19
6032,Premium,Quarterly,16,10,19
6033,Standard,Monthly,30,10,26
6034,Basic,Annual,20,7,2
6035,Premium,Annual,1,8,6
6036,Standard,Quarterly,9,2,13
6037,Premium,Monthly,4,10,24
6038,Basic,Annual,13,9,23
6039,Basic,Monthly,30,6,27
6040,Premium,Monthly,18,1,1
6041,Standard,Quarterly,28,0,5
6042,Premium,Annual,20,2,6
6043,Standard,Quarterly,21,7,26
6044,Standard,Monthly,7,1,17
6045,Premium,Quarterly,19,7,3
6046,Standard,Annual,6,6,27
6047,Basic,Quarterly,9,4,13
6048,Premium,Quarterly,30,2,8
6049,Standard,Annual,9,10,10
6050,Premium,Annual,23,0,14
6051,Standard,Monthly,9,9,25
6052,Standard,Monthly,20,5,3
6053,Standard,Annual,4,8,14
6054,Standard,Quarterly,20,4,13
6055,Basic,Monthly,4,6,17
6056,Basic,Annual,26,5,14
6057,Standard,Quarterly,26,10,29
6058,Standard,Monthly,10,1,11
6059,Premium,Quarterly,6,0,18
6060,Basic,Monthly,18,0,23
6061,Premium,Monthly,16,2,8
6062,Standard,Annual,5,3,7
6063,Basic,Monthly,16,2,12
6064,Premium,Quarterly,25,4,2
6065,Standard,Monthly,3,6,30
6066,Basic,Monthly,5,3,22
6067,Premium,Annual,21,3,7
6068,Basic,Quarterly,15,7,1
6069,Standard,Monthly,29,6,12
6070,Standard,Annual,18,4,1
6071,Standard,Quarterly,11,10,21
6072,Standard,Annual,5,6,22
6073,Standard,Quarterly,8,8,16
6074,Premium,Annual,27,7,3
6075,Basic,Quarterly,15,10,2
6076,Premium,Monthly,6,8,27
6077,Basic,Quarterly,9,7,12
6078,Standard,Quarterly,9,5,20
6079,Standard,Quarterly,11,1,20
6080,Standard,Quarterly,2,4,5
6081,Premium,Annual,19,2,29
6082,Standard,Monthly,30,1,1
6083,Basic,Monthly,23,0,15
6084,Premium,Monthly,23,9,24
6085,Standard,Quarterly,12,1,22
6086,Standard,Annual,29,6,22
6087,Premium,Quarterly,11,7,17
6088,Premium,Annual,23,4,24
6089,Standard,Monthly,4,4,23
6090,Standard,Annual,19,8,24
6091,Premium,Annual,16,9,16
6092,Premium,Monthly,12,9,5
6093,Standard,Quarterly,26,6,15
6094,Standard,Quarterly,12,3,20
6095,Basic,Quarterly,11,4,14
6096,Basic,Quarterly,11,7,21
6097,Premium,Quarterly,4,10,19
6098,Basic,Quarterly,5,1,1
6099,Standard,Annual,5,9,19
6100,Premium,Quarterly,11,2,15
6101,Premium,Monthly,13,5,6
6102,Standard,Monthly,28,3,6
6103,Basic,Annual,5,8,23
6104,Standard,Annual,5,10,5
6105,Standard,Quarterly,23,1,4
6106,Standard,Annual,10,4,6
6107,Premium,Monthly,23,9,1
6108,Standard,Monthly,26,4,10
6109,Standard,Annual,14,1,13
6110,Standard,Annual,10,7,18
6111,Basic,Annual,10,7,28
6112,Standard,Annual,15,10,6
6113,Premium,Quarterly,7,5,10
6114,Basic,Quarterly,29,1,30
6115,Basic,Annual,29,9,16
6116,Basic,Monthly,13,8,28
6117,Premium,Annual,6,8,14
6118,Premium,Quarterly,21,2,27
6119,Standard,Annual,19,8,3
6120,Standard,Quarterly,4,6,27
6121,Premium,Quarterly,18,3,19
6122,Standard,Annual,18,1,10
6123,Basic,Monthly,22,2,2
6124,Basic,Annual,12,5,25
6125,Premium,Quarterly,18,0,27
6126,Basic,Quarterly,7,1,6
6127,Standard,Annual,7,10,4
6128,Premium,Monthly,3,1,15
6129,Standard,Quarterly,12,6,5
6130,Basic,Quarterly,13,6,14
6131,Standard,Annual,21,4,2
6132,Standard,Annual,25,2,19
6133,Basic,Annual,23,5,1
6134,Basic,Quarterly,10,2,0
6135,Basic,Monthly,29,2,21
6136,Basic,Annual,17,4,9
6137,Premium,Monthly,16,1,27
6138,Premium,Annual,19,5,8
6139,Standard,Monthly,14,3,25
6140,Premium,Monthly,6,7,28
6141,Premium,Monthly,3,6,17
6142,Basic,Monthly,5,0,29
6143,Basic,Annual,2,0,17
6144,Basic,Annual,13,9,0
6145,Standard,Monthly,11,0,13
6146,Basic,Annual,9,5,14
6147,Standard,Quarterly,25,10,24
6148,Basic,Quarterly,5,1,2
6149,Basic,Quarterly,5,8,26
6150,Standard,Quarterly,21,3,20
6151,Standard,Annual,18,0,3
6152,Standard,Annual,26,6,15
6153,Premium,Monthly,15,1,11
6154,Premium,Annual,5,5,6
6155,Basic,Monthly,23,0,14
6156,Basic,Monthly,10,10,8
6157,Basic,Quarterly,9,8,23
6158,Standard,Annual,27,7,5
6159,Basic,Quarterly,10,2,26
6160,Basic,Monthly,1,1,0
6161,Basic,Monthly,2,1,17
6162,Basic,Monthly,11,5,3
6163,Premium,Annual,15,4,20
6164,Basic,Annual,22,7,3
6165,Premium,Annual,8,8,30
6166,Premium,Annual,28,2,9
6167,Premium,Monthly,23,3,24
6168,Standard,Quarterly,26,8,4
6169,Premium,Annual,6,0,21
6170,Standard,Annual,27,2,23
6171,Basic,Monthly,10,7,30
6172,Standard,Quarterly,3,4,1
6173,Premium,Annual,30,0,26
6174,Premium,Annual,15,1,19
6175,Premium,Monthly,6,9,26
6176,Standard,Annual,6,3,30
6177,Standard,Monthly,24,6,16
6178,Premium,Quarterly,18,3,22
6179,Standard,Quarterly,15,10,20
6180,Basic,Quarterly,3,4,23
6181,Standard,Monthly,11,0,1
6182,Basic,Monthly,14,3,2
6183,Premium,Quarterly,17,3,20
6184,Basic,Quarterly,16,0,7
6185,Standard,Quarterly,7,5,25
6186,Standard,Annual,19,1,25
6187,Standard,Annual,11,6,26
6188,Standard,Annual,18,8,5
6189,Basic,Quarterly,5,3,23
6190,Standard,Quarterly,19,0,26
6191,Basic,Annual,24,5,23
6192,Standard,Monthly,18,6,26
6193,Basic,Monthly,12,8,18
6194,Basic,Quarterly,13,2,22
6195,Basic,Monthly,21,0,28
6196,Basic,Monthly,12,3,29
6197,Standard,Annual,21,1,19
6198,Basic,Annual,21,2,3
6199,Standard,Annual,7,4,26
6200,Premium,Quarterly,2,5,29
6201,Premium,Annual,3,2,6
6202,Basic,Monthly,14,3,1
6203,Basic,Monthly,15,2,6
6204,Basic,Monthly,28,7,22
6205,Premium,Monthly,20,2,2
6206,Basic,Annual,11,0,10
6207,Premium,Monthly,10,5,30
6208,Premium,Quarterly,8,0,11
6209,Basic,Monthly,8,3,22
6210,Basic,Monthly,23,7,1
6211,Standard,Quarterly,22,1,13
6212,Standard,Quarterly,21,7,26
6213,Premium,Monthly,30,8,10
6214,Basic,Annual,15,10,7
6215,Standard,Quarterly,1,0,22
6216,Premium,Monthly,7,7,19
6217,Standard,Quarterly,9,9,23
6218,Standard,Quarterly,2,5,4
6219,Premium,Monthly,26,10,27
6220,Premium,Monthly,25,10,25
6221,Premium,Annual,17,8,14
6222,Premium,Annual,26,5,8
6223,Basic,Monthly,13,3,26
6224,Premium,Quarterly,3,4,27
6225,Basic,Quarterly,9,3,10
6226,Premium,Quarterly,23,1,1
6227,Premium,Quarterly,15,4,3
6228,Basic,Monthly,27,3,30
6229,Premium,Monthly,1,5,20
6230,Standard,Monthly,19,2,10
6231,Basic,Monthly,16,5,23
6232,Basic,Annual,15,10,30
6233,Basic,Quarterly,27,0,22
6234,Basic,Monthly,9,5,2
6235,Basic,Quarterly,27,7,20
6236,Premium,Annual,20,8,19
6237,Premium,Quarterly,19,5,28
6238,Standard,Quarterly,3,1,6
6239,Standard,Monthly,22,6,0
6240,Premium,Monthly,19,10,15
6241,Premium,Annual,28,5,5
6242,Basic,Monthly,24,10,7
6243,Standard,Annual,19,7,26
6244,Standard,Monthly,16,10,28
6245,Basic,Monthly,23,8,12
6246,Standard,Quarterly,27,6,30
6247,Standard,Annual,13,6,20
6248,Standard,Quarterly,24,9,3
6249,Standard,Annual,21,4,26
6250,Premium,Quarterly,22,9,12
6251,Basic,Monthly,28,3,7
6252,Premium,Quarterly,28,0,17
6253,Standard,Monthly,30,9,28
6254,Basic,Quarterly,14,7,11
6255,Basic,Monthly,17,7,27
6256,Standard,Annual,17,9,9
6257,Standard,Annual,10,8,24
6258,Standard,Annual,4,0,19
6259,Premium,Annual,12,2,24
6260,Basic,Monthly,1,8,29
6261,Basic,Monthly,13,0,14
6262,Basic,Quarterly,18,7,8
6263,Premium,Monthly,9,1,27
6264,Premium,Monthly,4,0,13
6265,Basic,Annual,28,0,25
6266,Standard,Monthly,6,9,7
6267,Basic,Monthly,14,3,27
6268,Standard,Quarterly,8,7,29
6269,Basic,Monthly,12,0,28
6270,Standard,Annual,19,6,12
6271,Premium,Annual,9,0,20
6272,Basic,Quarterly,26,7,20
6273,Premium,Annual,12,3,6
6274,Premium,Annual,30,10,7
6275,Premium,Monthly,4,9,4
6276,Premium,Annual,2,6,25
6277,Standard,Quarterly,14,7,22
6278,Standard,Monthly,2,4,2
6279,Standard,Monthly,15,0,2
6280,Premium,Annual,16,9,26
6281,Standard,Annual,17,5,1
6282,Premium,Quarterly,18,4,26
6283,Standard,Monthly,6,1,4
6284,Premium,Quarterly,6,0,9
6285,Basic,Annual,16,7,15
6286,Basic,Quarterly,4,10,4
6287,Standard,Monthly,19,0,15
6288,Basic,Quarterly,14,9,27
6289,Basic,Annual,7,0,7
6290,Standard,Quarterly,6,1,11
6291,Standard,Annual,28,10,21
6292,Premium,Annual,15,5,19
6293,Basic,Annual,26,3,28
6294,Premium,Monthly,20,0,27
6295,Premium,Annual,2,1,28
6296,Standard,Monthly,23,0,4
6297,Premium,Monthly,6,3,16
6298,Premium,Quarterly,18,4,11
6299,Standard,Annual,5,7,17
6300,Standard,Monthly,3,7,1
6301,Premium,Monthly,24,9,6
6302,Premium,Annual,28,8,19
6303,Basic,Annual,20,6,19
6304,Basic,Quarterly,9,1,6
6305,Premium,Quarterly,11,6,14
6306,Standard,Quarterly,14,4,12
6307,Premium,Monthly,11,8,26
6308,Standard,Quarterly,2,7,16
6309,Basic,Annual,16,0,22
6310,Standard,Quarterly,4,9,1
6311,Standard,Annual,23,6,10
6312,Standard,Annual,25,1,12
6313,Standard,Monthly,29,9,17
6314,Premium,Quarterly,19,5,7
6315,Standard,Monthly,21,4,14
6316,Premium,Monthly,21,8,15
6317,Premium,Quarterly,24,2,14
6318,Basic,Monthly,20,9,29
6319,Basic,Quarterly,6,8,10
6320,Basic,Annual,30,3,24
6321,Basic,Monthly,6,0,1
6322,Basic,Monthly,30,6,4
6323,Standard,Monthly,14,2,30
6324,Basic,Quarterly,19,10,18
6325,Standard,Annual,6,7,0
6326,Standard,Annual,22,5,16
6327,Standard,Quarterly,13,2,2
6328,Basic,Quarterly,27,6,24
6329,Standard,Monthly,18,10,25
6330,Basic,Quarterly,2,6,3
6331,Premium,Annual,11,8,17
6332,Premium,Monthly,9,6,5
6333,Basic,Quarterly,15,7,13
6334,Premium,Quarterly,9,9,30
6335,Premium,Annual,15,3,10
6336,Basic,Annual,11,10,30
6337,Premium,Quarterly,12,10,7
6338,Premium,Annual,14,5,13
6339,Standard,Annual,7,3,30
6340,Basic,Monthly,23,8,5
6341,Premium,Annual,12,4,24
6342,Standard,Quarterly,30,2,23
6343,Premium,Quarterly,17,2,4
6344,Premium,Annual,6,1,18
6345,Premium,Quarterly,13,8,29
6346,Standard,Annual,1,1,5
6347,Basic,Monthly,11,3,20
6348,Basic,Annual,22,9,2
6349,Basic,Monthly,18,9,18
6350,Premium,Annual,30,3,30
6351,Standard,Quarterly,29,6,30
6352,Premium,Monthly,13,1,9
6353,Basic,Annual,5,5,22
6354,Standard,Quarterly,28,6,19
6355,Standard,Monthly,23,4,29
6356,Premium,Monthly,21,8,20
6357,Premium,Quarterly,7,0,19
6358,Basic,Monthly,14,10,30
6359,Basic,Quarterly,16,9,25
6360,Standard,Annual,13,0,24
6361,Premium,Monthly,16,7,4
6362,Standard,Monthly,17,7,17
6363,Basic,Annual,3,0,30
6364,Basic,Quarterly,3,6,5
6365,Basic,Quarterly,20,8,17
6366,Premium,Annual,7,0,20
6367,Standard,Monthly,13,6,6
6368,Premium,Annual,5,8,11
6369,Standard,Annual,11,7,20
6370,Premium,Monthly,3,10,16
6371,Basic,Quarterly,10,2,20
6372,Basic,Monthly,13,10,14
6373,Premium,Annual,18,8,4
6374,Standard,Quarterly,20,1,22
6375,Basic,Monthly,9,8,10
6376,Basic,Monthly,9,3,16
6377,Premium,Annual,20,2,15
6378,Standard,Annual,11,7,24
6379,Basic,Quarterly,21,7,30
6380,Premium,Monthly,7,2,3
6381,Standard,Annual,12,7,3
6382,Premium,Monthly,27,8,15
6383,Standard,Annual,14,7,1
6384,Premium,Quarterly,13,0,1
6385,Standard,Monthly,3,0,26
6386,Premium,Quarterly,24,10,12
6387,Standard,Quarterly,22,10,6
6388,Standard,Annual,24,10,26
6389,Premium,Monthly,4,3,11
6390,Standard,Quarterly,11,1,18
6391,Premium,Monthly,26,7,21
6392,Basic,Annual,30,3,0
6393,Premium,Annual,1,7,19
6394,Standard,Annual,27,7,7
6395,Standard,Monthly,4,5,12
6396,Standard,Monthly,6,5,22
6397,Standard,Annual,30,6,19
6398,Basic,Monthly,21,5,12
6399,Basic,Annual,30,10,30
6400,Standard,Annual,14,10,20
6401,Standard,Monthly,15,1,22
6402,Premium,Annual,27,7,26
6403,Premium,Quarterly,24,0,14
6404,Standard,Annual,29,10,7
6405,Basic,Monthly,19,9,0
6406,Premium,Quarterly,23,8,0
6407,Basic,Quarterly,26,3,28
6408,Basic,Monthly,15,9,26
6409,Standard,Annual,12,0,30
6410,Premium,Annual,11,9,1
6411,Basic,Monthly,24,2,18
6412,Basic,Monthly,14,10,21
6413,Basic,Annual,2,8,2
6414,Basic,Quarterly,25,6,21
6415,Basic,Quarterly,29,10,4
6416,Standard,Annual,1,1,17
6417,Basic,Annual,1,3,4
6418,Premium,Annual,16,4,21
6419,Basic,Monthly,17,3,26
6420,Premium,Quarterly,27,7,6
6421,Premium,Quarterly,20,1,27
6422,Standard,Annual,2,8,11
6423,Standard,Monthly,19,7,21
6424,Standard,Quarterly,28,6,27
6425,Standard,Annual,30,9,15
6426,Premium,Quarterly,26,5,29
6427,Premium,Annual,16,10,30
6428,Basic,Monthly,4,1,25
6429,Basic,Quarterly,30,8,17
6430,Premium,Monthly,9,6,18
6431,Premium,Quarterly,18,3,18
6432,Standard,Quarterly,24,0,23
6433,Premium,Monthly,29,0,1
6434,Premium,Annual,28,1,4
6435,Basic,Quarterly,10,6,20
6436,Standard,Quarterly,9,9,8
6437,Premium,Annual,28,6,30
6438,Basic,Quarterly,25,6,9
6439,Premium,Quarterly,20,9,29
6440,Standard,Annual,16,6,14
6441,Standard,Quarterly,27,10,28
6442,Premium,Monthly,26,4,10
6443,Standard,Monthly,20,4,30
6444,Basic,Annual,7,7,29
6445,Basic,Monthly,24,0,20
6446,Standard,Annual,16,3,19
6447,Standard,Monthly,10,1,2
6448,Premium,Monthly,11,10,28
6449,Premium,Quarterly,25,1,19
6450,Standard,Annual,25,4,30
6451,Premium,Monthly,14,4,3
6452,Basic,Monthly,4,3,27
6453,Standard,Monthly,4,6,24
6454,Premium,Monthly,27,0,9
6455,Standard,Monthly,27,1,22
6456,Standard,Annual,28,4,4
6457,Premium,Quarterly,6,6,30
6458,Standard,Monthly,14,8,16
6459,Standard,Quarterly,21,6,7
6460,Standard,Monthly,6,3,4
6461,Premium,Monthly,10,8,10
6462,Basic,Quarterly,11,9,3
6463,Basic,Annual,2,1,9
6464,Standard,Monthly,20,7,22
6465,Standard,Monthly,16,10,7
6466,Basic,Quarterly,9,3,6
6467,Premium,Annual,27,3,11
6468,Premium,Quarterly,25,8,8
6469,Standard,Quarterly,17,1,26
6470,Standard,Quarterly,23,0,22
6471,Premium,Monthly,23,5,8
6472,Standard,Annual,13,3,28
6473,Standard,Annual,21,7,25
6474,Basic,Annual,13,0,25
6475,Premium,Quarterly,19,7,29
6476,Premium,Annual,28,3,6
6477,Basic,Monthly,8,0,30
6478,Standard,Monthly,28,1,11
6479,Standard,Monthly,17,0,19
6480,Standard,Annual,10,2,16
6481,Standard,Quarterly,19,6,23
6482,Premium,Monthly,6,8,3
6483,Premium,Monthly,4,3,3
6484,Standard,Annual,8,3,10
6485,Standard,Annual,12,5,19
6486,Standard,Quarterly,17,6,2
6487,Standard,Quarterly,7,6,21
6488,Basic,Annual,11,3,24
6489,Basic,Annual,1,7,16
6490,Standard,Quarterly,17,1,4
6491,Standard,Quarterly,16,4,15
6492,Basic,Quarterly,8,8,30
6493,Premium,Monthly,1,9,30
6494,Premium,Annual,3,6,24
6495,Basic,Quarterly,3,8,30
6496,Basic,Quarterly,22,4,28
6497,Basic,Quarterly,27,2,7
6498,Standard,Quarterly,17,1,15
6499,Standard,Monthly,26,9,18
6500,Premium,Annual,21,4,11
6501,Basic,Quarterly,22,5,29
6502,Premium,Annual,8,9,23
6503,Standard,Quarterly,26,1,13
6504,Standard,Quarterly,20,7,9
6505,Basic,Monthly,30,9,13
6506,Premium,Annual,29,5,14
6507,Premium,Annual,19,10,13
6508,Basic,Annual,1,1,27
6509,Standard,Annual,7,6,20
6510,Standard,Annual,23,9,11
6511,Standard,Quarterly,14,1,22
6512,Premium,Monthly,4,0,10
6513,Premium,Monthly,21,4,10
6514,Premium,Monthly,23,1,25
6515,Basic,Quarterly,27,5,24
6516,Basic,Monthly,9,5,14
6517,Premium,Annual,27,0,15
6518,Standard,Monthly,22,8,2
6519,Standard,Monthly,11,2,22
6520,Premium,Quarterly,28,6,10
6521,Premium,Annual,17,7,21
6522,Standard,Annual,5,7,23
6523,Standard,Annual,24,3,3
6524,Standard,Annual,19,0,7
6525,Basic,Annual,30,6,13
6526,Standard,Monthly,17,10,26
6527,Premium,Quarterly,1,6,13
6528,Basic,Annual,18,10,14
6529,Standard,Monthly,6,5,11
6530,Standard,Quarterly,29,10,29
6531,Premium,Quarterly,1,0,3
6532,Premium,Annual,9,5,24
6533,Standard,Annual,1,1,16
6534,Premium,Monthly,12,3,30
6535,Basic,Annual,15,9,16
6536,Basic,Quarterly,16,8,25
6537,Standard,Annual,5,4,29
6538,Premium,Monthly,8,2,14
6539,Premium,Annual,8,10,21
6540,Standard,Monthly,27,2,3
6541,Basic,Quarterly,20,1,21
6542,Basic,Annual,28,1,21
6543,Standard,Monthly,24,5,0
6544,Standard,Annual,8,4,20
6545,Basic,Monthly,26,8,22
6546,Premium,Annual,15,5,27
6547,Standard,Quarterly,4,4,25
6548,Premium,Quarterly,5,2,17
6549,Premium,Monthly,2,10,23
6550,Premium,Quarterly,7,2,27
6551,Standard,Monthly,1,6,1
6552,Premium,Monthly,26,10,12
6553,Basic,Annual,12,10,13
6554,Premium,Quarterly,28,6,5
6555,Premium,Annual,11,5,28
6556,Basic,Annual,23,4,25
6557,Premium,Monthly,1,4,21
6558,Basic,Quarterly,19,6,1
6559,Premium,Quarterly,14,9,4
6560,Basic,Monthly,24,10,9
6561,Basic,Annual,3,6,23
6562,Standard,Annual,22,6,28
6563,Standard,Annual,13,0,22
6564,Premium,Annual,11,1,22
6565,Premium,Quarterly,21,2,17
6566,Standard,Monthly,6,5,27
6567,Premium,Quarterly,6,3,12
6568,Premium,Annual,15,4,16
6569,Basic,Monthly,6,4,18
6570,Standard,Quarterly,8,0,0
6571,Standard,Monthly,3,3,24
6572,Basic,Monthly,3,10,30
6573,Basic,Quarterly,26,8,11
6574,Standard,Quarterly,19,1,6
6575,Standard,Annual,19,6,25
6576,Standard,Annual,3,1,5
6577,Premium,Quarterly,13,1,17
6578,Standard,Monthly,28,9,28
6579,Basic,Monthly,22,2,16
6580,Basic,Quarterly,18,7,29
6581,Basic,Quarterly,27,4,0
6582,Basic,Annual,9,1,29
6583,Standard,Annual,20,0,22
6584,Basic,Monthly,1,8,19
6585,Basic,Monthly,22,9,18
6586,Basic,Quarterly,11,5,6
6587,Standard,Quarterly,21,4,15
6588,Standard,Quarterly,4,6,10
6589,Basic,Quarterly,27,10,0
6590,Standard,Quarterly,20,1,2
6591,Premium,Quarterly,16,2,7
6592,Premium,Annual,22,6,23
6593,Standard,Quarterly,22,2,2
6594,Basic,Monthly,15,2,23
6595,Basic,Quarterly,4,5,24
6596,Standard,Annual,4,2,17
6597,Premium,Annual,18,10,10
6598,Premium,Annual,11,0,1
6599,Premium,Monthly,1,10,10
6600,Basic,Quarterly,13,7,29
6601,Premium,Annual,13,9,12
6602,Standard,Quarterly,25,1,24
6603,Basic,Monthly,20,7,16
6604,Standard,Quarterly,27,2,14
6605,Premium,Annual,6,7,7
6606,Basic,Annual,8,10,21
6607,Standard,Monthly,20,5,10
6608,Basic,Annual,22,10,28
6609,Standard,Monthly,11,10,17
6610,Premium,Monthly,15,4,6
6611,Basic,Annual,17,1,15
6612,Premium,Monthly,30,4,28
6613,Basic,Monthly,18,8,30
6614,Premium,Quarterly,9,9,3
6615,Basic,Monthly,9,8,19
6616,Basic,Quarterly,24,8,26
6617,Standard,Annual,4,0,3
6618,Basic,Annual,28,3,11
6619,Premium,Quarterly,18,3,11
6620,Basic,Quarterly,18,3,24
6621,Standard,Annual,27,9,28
6622,Standard,Monthly,8,3,8
6623,Basic,Monthly,10,2,29
6624,Basic,Quarterly,26,6,22
6625,Premium,Annual,17,8,6
6626,Premium,Quarterly,8,5,16
6627,Premium,Annual,30,7,14
6628,Premium,Monthly,4,8,15
6629,Premium,Quarterly,26,7,28
6630,Premium,Monthly,8,7,0
6631,Standard,Monthly,7,9,11
6632,Premium,Annual,27,7,20
6633,Basic,Quarterly,3,10,10
6634,Standard,Annual,12,10,27
6635,Basic,Monthly,20,4,29
6636,Standard,Monthly,22,0,18
6637,Premium,Annual,24,0,14
6638,Standard,Quarterly,8,9,1
6639,Premium,Quarterly,30,6,6
6640,Standard,Annual,17,2,23
6641,Premium,Monthly,26,0,20
6642,Premium,Monthly,20,8,28
6643,Basic,Annual,26,6,6
