customerid,tenure,total_spend,last_interaction
16178,49,330,16
16179,27,195,7
16180,13,123,13
16181,39,890,1
16182,24,168,8
16183,17,438,24
16184,53,373,18
16185,42,110,18
16186,1,481,21
16187,31,644,19
16188,17,783,13
16189,26,652,29
16190,34,563,19
16191,32,160,16
16192,2,432,28
16193,36,676,29
16194,18,912,7
16195,55,701,30
16196,45,745,18
16197,10,171,6
16198,25,641,29
16199,46,950,17
16200,53,663,4
16201,32,124,21
16202,34,578,28
16203,51,123,27
16204,15,736,15
16205,49,207,9
16206,52,616,3
16207,36,698,13
16208,55,935,17
16209,24,791,16
16210,6,349,11
16211,26,294,12
16212,12,808,12
16213,29,855,2
16214,50,331,28
16215,25,723,18
16216,22,574,6
16217,7,981,14
16218,60,487,3
16219,60,416,6
16220,28,377,4
16221,58,373,4
16222,38,974,5
16223,10,618,21
16224,11,391,11
16225,14,428,29
16226,8,697,10
16227,14,759,27
16228,36,653,21
16229,19,961,10
16230,35,274,26
16231,9,663,27
16232,11,357,10
16233,44,490,25
16234,13,481,25
16235,28,911,2
16236,45,212,25
16237,17,421,24
16238,28,261,7
16239,34,695,26
16240,5,231,16
16241,60,270,9
16242,14,938,10
16243,31,189,1
16244,26,715,9
16245,5,129,17
16246,54,120,6
16247,41,286,27
16248,50,523,20
16249,60,250,22
16250,37,561,16
16251,6,484,7
16252,23,650,22
16253,19,334,5
16254,12,216,6
16255,55,501,24
16256,40,145,1
16257,59,314,14
16258,51,768,11
16259,51,735,7
16260,16,101,14
16261,3,789,9
16262,43,454,17
16263,47,568,6
16264,50,667,16
16265,55,606,13
16266,60,469,12
16267,5,920,14
16268,16,389,14
16269,42,190,12
16270,21,210,5
16271,34,936,29
16272,28,998,10
16273,34,813,15
16274,35,182,8
16275,14,596,20
16276,25,375,10
16277,26,437,21
16278,35,424,26
16279,25,201,18
16280,34,447,8
16281,58,392,15
16282,55,309,4
16283,51,144,12
16284,35,595,24
16285,27,565,3
16286,58,224,23
16287,20,567,11
16288,13,721,17
16289,30,544,13
16290,27,418,14
16291,16,905,2
16292,1,920,27
16293,13,865,7
16294,10,930,11
16295,14,319,2
16296,55,790,13
16297,59,668,7
16298,57,910,30
16299,2,859,12
16300,56,593,25
16301,12,128,12
16302,58,518,17
16303,45,699,6
16304,42,465,22
16305,30,810,13
16306,40,625,25
16307,24,547,25
16308,3,708,1
16309,23,375,21
16310,22,878,5
16311,47,992,6
16312,51,679,11
16313,40,379,3
16314,7,821,14
16315,59,542,16
16316,30,300,13
16317,13,919,6
16318,24,611,8
16319,7,176,11
16320,9,419,8
16321,56,414,11
16322,1,287,5
16323,5,342,27
16324,50,132,12
16325,18,735,13
16326,12,841,18
16327,49,978,19
16328,51,841,23
16329,25,271,23
16330,54,251,10
16331,32,945,30
16332,45,920,30
16333,34,644,21
16334,58,267,4
16335,45,719,1
16336,26,704,27
16337,37,650,3
16338,45,214,4
16339,20,285,30
16340,2,909,28
16341,34,265,17
16342,18,695,19
16343,11,106,30
16344,13,372,11
16345,27,478,10
16346,51,140,9
16347,38,447,17
16348,44,700,2
16349,20,671,27
16350,49,243,28
16351,51,250,3
16352,17,549,2
16353,25,624,13
16354,42,205,25
16355,45,437,26
16356,49,295,25
16357,12,792,29
16358,15,979,3
16359,48,122,27
16360,15,308,27
16361,9,462,25
16362,9,968,6
16363,28,511,10
16364,36,837,16
16365,4,715,3
16366,44,761,24
16367,50,705,14
16368,31,711,15
16369,31,766,27
16370,54,450,11
16371,6,595,9
16372,39,152,8
16373,6,878,11
16374,9,252,25
16375,7,519,18
16376,1,970,13
16377,19,173,2
16378,19,366,15
16379,38,482,8
16380,43,756,15
16381,8,518,17
16382,14,422,21
16383,36,713,9
16384,2,424,25
16385,52,478,27
16386,44,540,7
16387,36,205,9
16388,37,876,9
16389,5,204,22
16390,29,332,28
16391,37,689,28
16392,17,405,21
16393,46,382,12
16394,57,802,7
16395,33,605,27
16396,57,693,26
16397,18,567,23
16398,13,526,13
16399,36,391,10
16400,1,840,14
16401,27,664,24
16402,17,245,6
16403,52,386,13
16404,4,815,8
16405,22,593,7
16406,25,774,19
16407,49,189,5
16408,11,645,21
16409,24,242,7
16410,10,112,7
16411,23,703,17
16412,59,892,4
16413,59,738,20
16414,17,173,21
16415,30,552,24
16416,24,405,8
16417,47,729,9
16418,35,516,2
16419,3,291,28
16420,28,330,6
16421,10,232,22
16422,40,388,30
16423,32,669,20
16424,28,967,16
16425,5,650,22
16426,46,822,29
16427,29,548,7
16428,20,185,5
16429,39,732,3
16430,9,657,24
16431,34,317,29
16432,17,651,5
16433,60,418,10
16434,26,653,10
16435,35,378,5
16436,50,102,5
16437,17,413,28
16438,27,699,28
16439,12,418,12
16440,16,164,2
16441,14,192,22
16442,25,901,1
16443,7,394,5
16444,18,400,9
16445,41,326,11
16446,26,394,24
16447,4,390,13
16448,10,768,19
16449,34,275,17
16450,13,395,15
16451,41,398,12
16452,27,740,24
16453,38,252,15
16454,48,251,8
16455,45,800,17
16456,51,988,25
16457,54,179,2
16458,60,176,2
16459,19,754,28
16460,16,793,19
16461,58,320,1
16462,13,893,14
16463,55,605,21
16464,22,365,21
16465,34,236,14
16466,39,519,25
16467,1,383,12
16468,36,764,6
16469,43,862,17
16470,42,436,20
16471,60,962,8
16472,48,727,25
16473,14,923,25
16474,43,721,20
16475,16,611,8
16476,34,371,23
16477,11,194,26
16478,44,528,21
16479,37,396,21
16480,28,541,2
16481,29,229,17
16482,54,138,27
16483,16,486,15
16484,30,565,16
16485,55,705,30
16486,34,167,7
16487,2,493,27
16488,23,762,2
16489,1,622,30
16490,11,192,12
16491,1,464,17
16492,21,528,13
16493,45,739,7
16494,24,151,23
16495,1,133,8
16496,40,736,2
16497,9,960,21
16498,32,429,3
16499,12,910,13
16500,12,136,13
16501,11,170,17
16502,9,150,13
16503,14,584,29
16504,3,319,12
16505,15,857,21
16506,56,777,1
16507,15,401,30
16508,29,356,22
16509,44,611,3
16510,29,393,26
16511,25,924,8
16512,60,406,16
16513,26,454,1
16514,48,624,7
16515,55,705,11
16516,19,427,15
16517,46,226,7
16518,16,646,27
16519,16,823,28
16520,59,289,20
16521,12,592,19
16522,8,742,1
16523,48,650,22
16524,12,198,11
16525,14,386,12
16526,42,239,11
16527,44,855,10
16528,41,996,14
16529,47,701,13
16530,38,371,21
16531,30,232,14
16532,11,313,29
16533,21,650,13
16534,3,982,26
16535,52,686,14
16536,42,919,6
16537,14,273,26
16538,49,805,28
16539,20,129,30
16540,6,439,25
16541,32,435,1
16542,25,333,26
16543,58,574,8
16544,17,530,2
16545,44,349,3
16546,56,232,8
16547,1,452,13
16548,21,560,20
16549,51,628,28
16550,58,261,25
16551,58,209,4
16552,8,288,30
16553,23,245,14
16554,31,555,23
16555,53,550,29
16556,13,468,20
16557,44,419,1
16558,38,682,28
16559,21,180,27
16560,35,197,17
16561,36,141,17
16562,25,132,8
16563,15,267,14
16564,49,415,24
16565,26,190,11
16566,43,129,25
16567,53,202,5
16568,42,830,3
16569,23,785,1
16570,3,821,28
16571,6,763,12
16572,57,290,25
16573,56,401,29
16574,46,314,19
16575,18,771,2
16576,49,478,3
16577,19,273,27
16578,5,141,16
16579,19,300,23
16580,25,226,17
16581,3,731,26
16582,47,408,16
16583,24,657,19
16584,33,347,4
16585,13,922,21
16586,11,195,16
16587,18,135,4
16588,49,858,26
16589,30,364,16
16590,9,672,24
16591,25,349,22
16592,43,320,22
16593,41,680,27
16594,6,925,8
16595,18,609,9
16596,6,815,20
16597,43,202,21
16598,54,616,28
16599,38,387,9
16600,20,407,2
16601,60,192,27
16602,3,921,10
16603,18,969,17
16604,16,721,9
16605,38,610,13
16606,1,699,11
16607,56,459,7
16608,48,381,11
16609,11,801,3
16610,40,375,6
16611,22,405,19
16612,28,346,2
16613,24,854,1
16614,14,552,19
16615,25,687,10
16616,33,818,27
16617,4,312,7
16618,18,393,18
16619,45,296,13
16620,3,992,17
16621,24,450,6
16622,44,805,12
16623,24,336,13
16624,36,158,15
16625,6,849,17
16626,33,314,22
16627,47,245,24
16628,24,304,15
16629,60,229,25
16630,17,931,7
16631,26,999,18
16632,60,275,30
16633,45,355,4
16634,32,893,20
16635,57,210,3
16636,28,467,30
16637,38,124,27
16638,51,232,30
16639,46,938,18
16640,36,641,14
16641,34,466,15
16642,27,269,24
16643,33,105,20
16644,31,849,9
16645,14,804,25
16646,22,716,2
16647,3,425,24
16648,50,767,17
16649,21,412,8
16650,59,576,30
16651,22,589,5
16652,28,449,1
16653,1,371,13
16654,56,889,10
16655,50,550,19
16656,15,823,29
16657,11,877,30
16658,50,157,16
16659,48,598,28
16660,25,900,23
16661,40,330,20
16662,47,731,14
16663,27,465,14
16664,17,267,17
16665,35,347,8
16666,49,576,13
16667,42,738,15
16668,53,922,18
16669,39,495,16
16670,15,252,18
16671,2,934,13
16672,51,407,25
16673,56,448,17
16674,4,665,19
16675,58,836,5
16676,53,199,20
16677,25,991,19
16678,5,712,25
16679,18,897,2
16680,28,959,21
16681,60,763,19
16682,47,784,1
16683,1,657,14
16684,17,617,24
16685,60,948,14
16686,34,320,23
16687,43,948,6
16688,40,724,18
16689,60,783,22
16690,33,282,21
16691,17,531,20
16692,10,886,7
16693,29,238,23
16694,20,550,22
16695,6,216,29
16696,46,639,2
16697,21,923,10
16698,55,787,8
16699,7,672,5
16700,13,529,6
16701,47,122,9
16702,55,149,6
16703,4,995,12
16704,32,604,2
16705,40,729,12
16706,22,660,23
16707,15,125,7
16708,30,383,13
16709,2,992,28
16710,32,852,12
16711,44,240,6
16712,44,599,27
16713,52,506,19
16714,17,275,6
16715,53,849,15
16716,60,670,11
16717,12,983,10
16718,17,100,8
16719,41,616,17
16720,17,736,23
16721,43,220,18
16722,36,184,2
16723,46,550,17
16724,55,876,30
16725,45,783,8
16726,14,157,28
16727,58,596,22
16728,42,798,10
16729,7,833,22
16730,57,151,11
16731,8,253,3
16732,53,575,21
16733,34,409,3
16734,48,648,25
16735,9,450,12
16736,47,591,4
16737,39,468,1
16738,29,399,18
16739,38,658,26
16740,27,997,19
16741,11,964,19
16742,31,402,2
16743,33,730,18
16744,38,256,19
16745,26,428,3
16746,4,151,8
16747,26,281,29
16748,35,947,26
16749,32,382,27
16750,25,661,8
16751,8,828,20
16752,6,977,4
16753,6,930,30
16754,8,401,13
16755,7,333,23
16756,54,477,19
16757,3,779,16
16758,10,847,25
16759,22,796,18
16760,51,320,11
16761,53,391,9
16762,41,964,20
16763,23,976,8
16764,10,280,5
16765,11,135,19
16766,28,859,13
16767,54,563,14
16768,43,874,9
16769,57,502,9
16770,10,776,20
16771,24,765,23
16772,22,791,3
16773,39,554,23
16774,16,467,24
16775,39,196,21
16776,6,719,13
16777,55,935,2
16778,12,841,18
16779,48,782,1
16780,36,318,8
16781,22,259,15
16782,31,247,25
16783,39,740,30
16784,42,613,22
16785,35,667,21
16786,22,490,19
16787,20,406,24
16788,41,501,8
16789,6,136,7
16790,35,444,1
16791,45,836,15
16792,19,463,14
16793,13,443,13
16794,47,235,28
16795,9,228,19
16796,35,143,28
16797,26,597,6
16798,59,615,26
16799,31,872,13
16800,37,340,30
16801,41,329,4
16802,44,294,2
16803,21,816,7
16804,52,495,23
16805,3,318,23
16806,58,275,18
16807,48,108,26
16808,14,518,28
16809,41,509,3
16810,44,372,12
16811,30,195,28
16812,59,636,3
16813,26,926,8
16814,18,738,5
16815,30,822,3
16816,19,896,29
16817,51,150,10
16818,9,343,20
16819,52,779,30
16820,14,154,30
16821,18,664,19
16822,47,666,8
16823,28,101,9
16824,42,924,18
16825,14,535,19
16826,57,288,5
16827,43,188,19
16828,58,381,24
16829,18,428,12
16830,8,651,11
16831,49,387,1
16832,46,156,1
16833,59,573,21
16834,4,240,20
16835,25,788,29
16836,52,159,19
16837,44,886,28
16838,11,334,23
16839,59,249,12
16840,10,162,5
16841,30,964,22
16842,58,706,5
16843,20,466,25
16844,42,329,3
16845,37,677,26
16846,20,724,29
16847,28,351,12
16848,2,892,19
16849,16,591,29
16850,24,824,22
16851,9,219,5
16852,22,885,1
16853,22,308,10
16854,43,517,19
16855,12,855,10
16856,5,341,19
16857,38,337,23
16858,35,568,5
16859,28,873,21
16860,7,264,24
16861,9,779,21
16862,56,907,28
16863,52,586,24
16864,19,703,19
16865,23,404,18
16866,2,886,29
16867,29,308,5
16868,13,777,5
16869,31,302,3
16870,8,246,4
16871,57,450,27
16872,27,754,7
16873,40,804,29
16874,42,395,6
16875,51,332,21
16876,60,477,6
16877,25,949,11
16878,48,978,6
16879,21,308,19
16880,21,673,7
16881,42,518,28
16882,13,373,22
16883,9,451,23
16884,25,246,10
16885,51,762,10
16886,42,639,30
16887,55,591,5
16888,57,532,28
16889,42,498,8
16890,33,860,3
16891,30,259,10
16892,60,976,3
16893,7,883,19
16894,45,857,23
16895,18,707,8
16896,2,377,12
16897,54,560,24
16898,14,535,5
16899,52,296,23
16900,33,504,8
16901,42,375,3
16902,5,975,5
16903,35,611,30
16904,51,414,29
16905,44,288,30
16906,41,757,3
16907,57,318,12
16908,54,535,14
16909,1,244,16
16910,10,391,2
16911,45,713,2
16912,10,756,26
16913,7,210,21
16914,1,961,29
16915,44,388,28
16916,8,361,13
16917,6,817,17
16918,6,821,1
16919,59,124,3
16920,18,470,19
16921,53,939,4
16922,2,228,6
16923,51,125,2
16924,60,503,13
16925,45,963,1
16926,54,401,19
16927,57,357,4
16928,39,310,23
16929,34,381,8
16930,51,176,2
16931,52,650,5
16932,12,798,26
16933,32,156,2
16934,58,231,12
16935,43,911,17
16936,47,811,22
16937,33,636,2
16938,8,610,14
16939,56,409,24
16940,28,976,22
16941,22,628,7
16942,32,666,17
16943,40,566,28
16944,26,880,22
16945,14,838,7
16946,11,329,1
16947,28,387,1
16948,9,432,18
16949,38,559,21
16950,35,319,19
16951,34,946,6
16952,45,632,11
16953,9,179,9
16954,7,250,18
16955,50,555,12
16956,24,842,15
16957,10,914,12
16958,34,720,17
16959,21,799,14
16960,44,404,4
16961,55,598,13
16962,49,127,6
16963,26,781,14
16964,11,987,7
16965,1,649,19
16966,8,373,13
16967,37,427,27
16968,6,807,10
16969,6,571,28
16970,8,324,29
16971,16,239,7
16972,6,170,9
16973,5,1000,8
16974,7,175,26
16975,21,325,25
16976,59,598,12
16977,8,846,16
16978,48,102,18
16979,21,345,19
16980,2,564,24
16981,24,573,23
16982,24,890,9
16983,20,986,9
16984,52,729,11
16985,38,208,8
16986,53,819,4
16987,19,720,28
16988,15,324,2
16989,35,803,27
16990,49,764,2
16991,19,133,4
16992,56,356,22
16993,31,183,3
16994,11,820,23
16995,10,822,7
16996,7,500,3
16997,37,729,21
16998,38,360,28
16999,15,641,17
17000,42,842,21
17001,7,702,19
17002,42,169,13
17003,4,607,24
17004,38,536,8
17005,32,378,11
17006,21,795,21
17007,45,658,22
17008,4,261,4
17009,1,342,7
17010,34,311,21
17011,26,617,2
17012,33,178,14
17013,44,556,7
17014,33,904,17
17015,29,788,8
17016,25,428,29
17017,38,872,16
17018,32,123,8
17019,39,827,4
17020,11,867,28
17021,18,819,3
17022,28,388,1
17023,59,510,23
17024,19,659,1
17025,50,368,12
17026,57,691,23
17027,30,939,25
17028,15,189,27
17029,23,868,5
17030,55,422,14
17031,13,669,8
17032,57,274,26
17033,23,660,25
17034,55,337,10
17035,60,954,29
17036,6,172,18
17037,52,273,5
17038,15,634,15
17039,49,447,22
17040,17,727,13
17041,48,315,11
17042,19,275,30
17043,35,689,17
17044,22,856,25
17045,11,189,6
17046,15,366,23
17047,21,224,30
17048,2,154,8
17049,24,366,17
17050,50,118,21
17051,35,762,28
17052,59,810,1
17053,36,482,17
17054,38,755,18
17055,19,847,11
17056,2,762,22
17057,45,373,10
17058,45,943,13
17059,60,722,30
17060,16,692,21
17061,50,807,13
17062,13,185,28
17063,59,537,10
17064,46,835,15
17065,23,323,5
17066,57,354,16
17067,30,138,1
17068,12,282,4
17069,45,614,20
17070,12,676,16
17071,48,234,2
17072,52,169,28
17073,50,155,2
17074,48,916,25
17075,54,477,19
17076,16,565,13
17077,29,274,16
17078,42,180,30
17079,47,155,30
17080,58,547,10
17081,27,675,26
17082,13,624,8
17083,29,212,22
17084,41,382,6
17085,2,802,27
17086,10,378,15
17087,6,839,18
17088,9,422,10
17089,10,319,10
17090,58,522,22
17091,50,450,11
17092,5,953,20
17093,8,663,14
17094,58,810,26
17095,42,121,23
17096,45,506,7
17097,31,852,19
17098,32,642,3
17099,15,268,28
17100,56,243,30
17101,40,633,11
17102,6,339,10
17103,14,271,2
17104,4,140,5
17105,46,180,14
17106,41,868,8
17107,10,791,1
17108,23,300,27
17109,14,410,1
17110,43,668,25
17111,57,769,3
17112,7,893,21
17113,57,299,28
17114,25,542,1
17115,29,328,13
17116,25,668,13
17117,26,795,22
17118,11,982,28
17119,21,263,26
17120,10,145,11
17121,50,366,27
17122,45,673,26
17123,49,408,15
17124,9,222,27
17125,7,308,22
17126,45,495,13
17127,46,992,25
17128,14,374,10
17129,23,124,21
17130,1,635,24
17131,19,185,29
17132,33,916,27
17133,6,523,26
17134,54,716,7
17135,50,634,17
17136,35,333,3
17137,46,181,1
17138,56,808,21
17139,31,272,29
17140,24,411,29
17141,1,431,18
17142,36,641,26
17143,4,923,24
17144,18,902,14
17145,55,235,27
17146,50,317,4
17147,51,107,7
17148,28,293,5
17149,31,530,18
17150,7,663,19
17151,51,575,3
17152,26,455,15
17153,10,912,5
17154,49,494,19
17155,15,444,8
17156,35,511,11
17157,44,563,12
17158,2,178,25
17159,12,251,21
17160,24,323,5
17161,36,306,6
17162,29,923,12
17163,2,864,8
17164,60,284,25
17165,31,291,21
17166,27,520,21
17167,42,677,22
17168,45,258,20
17169,40,451,8
17170,25,535,9
17171,24,145,6
17172,41,236,28
17173,26,791,7
17174,9,898,12
17175,50,178,25
17176,15,882,5
17177,23,476,5
17178,49,460,5
17179,45,532,17
17180,3,912,5
17181,45,265,6
17182,45,648,21
17183,29,992,7
17184,45,135,22
17185,58,318,18
17186,58,231,20
17187,45,557,4
17188,42,455,10
17189,6,135,7
17190,32,581,9
17191,48,236,17
17192,18,629,3
17193,31,143,27
17194,53,373,11
17195,59,252,9
17196,59,521,25
17197,1,149,6
17198,25,576,22
17199,44,721,15
17200,10,101,25
17201,51,829,17
17202,39,995,25
17203,20,781,26
17204,13,924,21
17205,59,284,1
17206,8,740,5
17207,53,818,27
17208,18,580,9
17209,41,569,1
17210,12,202,9
17211,32,507,23
17212,14,371,24
17213,11,411,3
17214,19,141,12
17215,39,469,11
17216,4,283,16
17217,45,701,6
17218,24,546,6
17219,5,599,27
17220,58,964,20
17221,34,717,14
17222,43,589,29
17223,46,675,12
17224,8,308,18
17225,23,775,25
17226,52,807,3
17227,48,290,23
17228,3,172,13
17229,20,276,25
17230,12,929,2
17231,13,117,17
17232,11,369,25
17233,47,655,18
17234,42,892,12
17235,20,437,8
17236,42,427,1
17237,52,874,4
17238,49,717,19
17239,5,467,15
17240,52,356,7
17241,47,621,5
17242,24,573,2
17243,44,951,1
17244,51,223,20
17245,44,525,21
17246,27,470,14
17247,56,662,27
17248,41,743,12
17249,47,929,24
17250,55,245,9
17251,35,894,16
17252,6,714,10
17253,38,133,29
17254,21,666,9
17255,19,709,10
17256,2,249,6
17257,4,193,19
17258,19,226,28
17259,46,835,22
17260,34,538,13
17261,20,684,6
17262,47,230,24
17263,24,412,22
17264,12,717,11
17265,21,200,20
17266,52,813,13
17267,39,949,15
17268,34,154,4
17269,55,821,16
17270,26,619,14
17271,28,708,12
17272,32,528,9
17273,54,277,11
17274,46,882,23
17275,14,727,3
17276,55,223,26
17277,51,352,17
17278,49,759,22
17279,50,995,15
17280,7,449,30
17281,59,535,13
17282,1,927,7
17283,7,678,7
17284,21,528,20
17285,48,992,29
17286,45,187,11
17287,59,811,16
17288,10,189,2
17289,54,859,10
17290,29,188,9
17291,58,750,14
17292,1,760,2
17293,15,187,8
17294,27,473,8
17295,28,441,13
17296,15,702,13
17297,29,739,8
17298,53,668,24
17299,20,727,21
17300,32,223,5
17301,43,811,9
17302,45,174,23
17303,36,106,9
17304,36,125,2
17305,59,201,21
17306,60,795,18
17307,26,265,18
17308,46,370,9
17309,40,867,25
17310,59,237,18
17311,3,600,26
17312,40,318,18
17313,11,837,27
17314,11,622,17
17315,9,635,16
17316,4,615,19
17317,4,373,23
17318,15,403,9
17319,16,271,18
17320,47,352,5
17321,51,271,10
17322,53,793,5
17323,16,789,8
17324,23,690,21
17325,41,787,5
17326,56,637,14
17327,16,645,22
17328,53,421,18
17329,6,903,29
17330,46,700,11
17331,54,540,10
17332,18,540,4
17333,3,683,10
17334,45,923,12
17335,11,595,26
17336,32,953,8
17337,7,740,23
17338,54,219,8
17339,37,922,20
17340,48,577,14
17341,44,885,4
17342,46,295,11
17343,8,486,26
17344,17,384,17
17345,25,469,15
17346,7,480,27
17347,20,541,13
17348,44,553,4
17349,55,944,16
17350,35,407,19
17351,55,385,22
17352,22,347,14
17353,52,482,3
17354,34,685,8
17355,18,748,30
17356,42,788,14
17357,23,393,27
17358,26,530,30
17359,40,837,9
17360,52,437,21
17361,34,497,16
17362,14,712,9
17363,53,258,26
17364,59,795,19
17365,28,571,20
17366,8,226,4
17367,11,883,14
17368,51,508,17
17369,47,288,23
17370,7,837,10
17371,42,703,17
17372,6,403,29
17373,17,990,18
17374,55,732,20
17375,24,253,27
17376,42,715,8
17377,31,284,26
17378,52,270,13
17379,6,770,13
17380,9,340,20
17381,48,304,24
17382,38,120,14
17383,19,808,2
17384,10,643,14
17385,12,347,12
17386,30,448,5
17387,3,772,22
17388,20,285,15
17389,10,752,29
17390,7,962,11
17391,22,472,27
17392,38,294,11
17393,1,637,2
17394,9,875,3
17395,59,727,15
17396,37,642,12
17397,23,167,21
17398,44,606,20
17399,58,704,8
17400,46,617,19
17401,33,394,30
17402,49,522,10
17403,40,731,24
17404,47,322,14
17405,39,988,15
17406,9,946,14
17407,7,344,25
17408,31,603,8
17409,28,709,5
17410,52,333,23
17411,41,482,29
17412,60,685,2
17413,56,487,7
17414,44,255,25
17415,53,464,12
17416,33,748,14
17417,5,738,11
17418,13,190,6
17419,19,890,23
17420,43,999,19
17421,12,865,26
17422,41,252,4
17423,9,816,2
17424,16,573,5
17425,44,937,1
17426,1,326,21
17427,50,802,9
17428,54,869,10
17429,60,108,27
17430,18,884,29
17431,57,425,6
17432,57,588,23
17433,48,662,12
17434,59,112,13
17435,55,770,3
17436,48,483,22
17437,33,898,27
17438,48,871,4
17439,43,318,21
17440,1,535,22
17441,31,452,11
17442,53,934,2
17443,45,281,9
17444,25,983,6
17445,33,772,27
17446,44,120,23
17447,32,205,16
17448,41,229,7
17449,22,892,14
17450,52,337,14
17451,31,615,14
17452,43,638,20
17453,44,489,24
17454,45,507,30
17455,23,999,24
17456,53,272,28
17457,17,707,24
17458,29,896,29
17459,3,857,7
17460,14,722,7
17461,20,434,3
17462,7,329,10
17463,33,938,13
17464,23,696,14
17465,3,853,6
17466,25,359,1
17467,46,840,19
17468,46,975,10
17469,39,254,16
17470,18,428,21
17471,17,825,21
17472,18,861,8
17473,26,866,5
17474,23,698,9
17475,7,420,16
17476,12,185,5
17477,35,492,21
17478,38,519,8
17479,28,530,20
17480,29,888,16
17481,49,870,13
17482,53,564,27
17483,28,633,11
17484,12,927,9
17485,2,548,8
17486,50,125,12
17487,35,378,27
17488,21,289,3
17489,21,555,19
17490,11,962,1
17491,59,359,7
17492,20,648,22
17493,16,641,25
17494,51,752,6
17495,10,411,28
17496,12,807,7
17497,49,104,14
17498,31,896,25
17499,3,680,13
17500,32,858,12
17501,10,922,30
17502,18,527,6
17503,47,291,29
17504,9,728,10
17505,21,591,9
17506,55,766,17
17507,2,672,18
17508,27,126,30
17509,13,538,28
17510,37,360,16
17511,22,750,23
17512,59,908,22
17513,28,751,17
17514,7,726,20
17515,8,985,12
17516,48,640,7
17517,21,617,23
17518,43,908,17
17519,35,227,8
